"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand"
13729,3804.197663,4345.442989,0.191911048,0.799930251,"III",12495985,12499247,"plus"
13730,13904.69163,14782.20135,0.088289381,1,"III",12499460,12527718,"plus"
13732,6410.557777,5908.48127,-0.117662546,0.898678665,"III",12538779,12547980,"minus"
13733,2778.250688,2303.119496,-0.270587516,0.603766695,"III",12559601,12575265,"minus"
13734,15700.46786,14921.6748,-0.073398078,0.892988549,"III",12595919,12598509,"minus"
13735,16011.5639,18624.57942,0.21809362,0.995535577,"III",12609186,12622584,"plus"
13736,3436.607453,4971.874933,0.532804937,0.688456436,"III",12624663,12625787,"plus"
13737,10753.75137,9674.609267,-0.15256472,0.869217949,"III",12652243,12662168,"minus"
13738,5487.420875,5134.771117,-0.095828262,0.98616491,"III",12673575,12686129,"plus"
13739,11196.06666,10117.34281,-0.146161547,0.876630702,"III",12688172,12697445,"plus"
13740,14061.40727,10921.36201,-0.3645882,0.521394978,"III",12711413,12713776,"plus"
13741,137.9030469,109.5363305,-0.332244877,0.970740788,"III",12746350,12747598,"plus"
13742,11449.71986,11219.58275,-0.029293277,0.941180305,"III",12699398,12710459,"plus"
13746,639.1541608,1138.786284,0.833261172,0.115243899,"V",20023015,20036573,"plus"
13747,28.40839794,70.03291459,1.301715655,0.37983706,"V",20040896,20047367,"minus"
13748,22.08176501,65.36460045,1.565654034,0.371180489,"V",20128385,20133111,"minus"
13749,56.51430295,71.48886461,0.339102501,1,"V",20144216,20147066,"plus"
13750,9.029515407,31.19521211,1.78860415,0.294097664,"V",20148169,20150488,"plus"
13751,67.56015779,100.6832443,0.575579008,0.715531669,"V",20135941,20138418,"minus"
13752,150.2976174,138.8732669,-0.114053232,0.940265473,"V",20094217,20095226,"minus"
13753,1.037001557,14.28870617,3.784385322,0.257374626,"V",20037556,20039388,"plus"
13754,8.725135582,10.45787533,0.261340322,0.888369859,"V",20187679,20188851,"minus"
13755,476.9956345,499.523444,0.066576326,1,"V",20190553,20192106,"minus"
13756,1326.329844,1037.661015,-0.354104385,0.520985367,"V",20196938,20198209,"plus"
13757,5.092570587,14.39934107,1.499536817,0.717885948,"V",20203391,20204472,"plus"
13758,1130.654399,1017.317859,-0.152387499,0.822646038,"V",20201619,20202788,"plus"
13759,1832.234637,1423.806333,-0.363851344,0.648678214,"V",20204497,20206149,"minus"
13760,72.86968083,297.2429202,2.028251871,0.01304924,"V",20206287,20207876,"plus"
13761,3417.389412,2912.519655,-0.230626867,0.846909709,"V",20213791,20215265,"minus"
13762,12.13369601,7.961678376,-0.607874575,1,"V",20208770,20212748,"minus"
13763,153.3792086,273.6724135,0.835347086,0.228559239,"V",20226804,20228930,"plus"
13764,115.186387,115.8575778,0.008382182,1,"V",20228935,20233812,"minus"
13765,12941.87842,11402.63102,-0.182680282,0.800494429,"V",20270076,20275701,"plus"
13766,106377.4574,91642.98368,-0.215096125,0.77257058,"V",20267213,20269682,"minus"
13768,13148.21656,11319.76357,-0.216023298,0.721913332,"V",20234771,20237714,"minus"
13771,82.85673468,79.00997536,-0.068584155,1,"V",20317806,20323980,"plus"
13773,378.9396247,512.6641548,0.436046023,0.942255705,"IV",16813335,16842763,"minus"
13774,34.25418691,94.6179616,1.46583374,0.317125945,"IV",16804994,16806427,"minus"
13775,26.85101798,44.48761889,0.728427098,0.894060745,"IV",16822836,16824460,"plus"
13778,2.67505748,11.48583953,2.102214515,0.641944231,"IV",16831633,16832951,"plus"
13779,3101.27294,2627.719803,-0.239049054,0.890043548,"IV",17216264,17217336,"plus"
13781,109.7033466,85.8254494,-0.354130125,1,"IV",17223743,17224951,"plus"
13782,42.0943605,72.32923796,0.780951988,0.624162098,"IV",17225978,17231019,"minus"
13784,1227.098053,1438.854182,0.229669857,0.713720603,"IV",16916083,16917490,"plus"
13785,8.117962125,17.48938569,1.107290102,0.717885948,"IV",16920350,16924084,"plus"
13786,275.1652561,755.7401755,1.457592,0.002288539,"IV",16924359,16927154,"plus"
13789,8821.731298,7781.150176,-0.181078394,0.890810094,"IV",16940411,16946821,"minus"
13790,7193.865827,7627.16857,0.084380334,0.978603276,"IV",16934226,16939077,"minus"
13792,3742.043559,5001.537489,0.4185453,0.443333254,"IV",16950032,16962832,"plus"
13794,5891.60327,5579.418662,-0.078545474,1,"IV",17024283,17025094,"minus"
13796,7605.10112,8929.050605,0.231539356,1,"IV",17038888,17039618,"minus"
13797,3481.271021,4124.940707,0.244759248,0.750164042,"IV",17040878,17041488,"plus"
13798,9.841983668,12.70134846,0.367960643,0.895778117,"IV",17044704,17045756,"minus"
13799,8940.401924,8281.572352,-0.110434984,1,"IV",17046378,17048324,"minus"
13800,10.18514117,21.44784044,1.074366415,0.794488305,"IV",17053559,17055438,"plus"
13801,35.74813659,15.44828883,-1.210420998,0.903371191,"IV",17068755,17070830,"minus"
13802,992.8005417,759.0564119,-0.387296794,0.7211325,"IV",17075344,17078710,"minus"
13803,21016.95338,18367.71139,-0.194381673,0.686936898,"IV",17079714,17087344,"minus"
13804,2496.728146,2119.418599,-0.236370186,0.725851839,"IV",17090593,17096251,"minus"
13805,6175.586768,5969.611915,-0.048939075,0.918273011,"IV",17096353,17100218,"minus"
13806,184.0416404,181.1969348,-0.02247367,0.978483042,"IV",17094045,17095275,"plus"
13807,5543.478982,4742.062021,-0.225277137,0.93251762,"IV",17100225,17103678,"minus"
13808,64247.38453,58710.52092,-0.130018667,0.772735379,"IV",17103433,17110946,"minus"
13810,10.40949823,17.23387252,0.72734639,0.829011951,"IV",17130030,17131039,"minus"
13811,22.16103102,34.76046798,0.649422503,0.901195571,"IV",17131509,17133580,"plus"
13812,77.15643098,153.7800484,0.995010023,0.447214653,"IV",17144319,17150935,"minus"
13814,63.42617304,77.78899735,0.294487815,1,"IV",17088816,17090611,"plus"
13815,229.4841813,324.2510005,0.498716316,0.69475719,"IV",17057877,17058101,"minus"
13816,4153.114167,3566.301447,-0.219764877,0.956201909,"V",19730558,19732135,"plus"
13817,17.04209718,37.42198717,1.134783288,0.604545709,"V",19729008,19729560,"plus"
13819,950.919148,1667.263605,0.810087636,0.16094315,"V",19727451,19727892,"plus"
13820,94.89184348,249.5092588,1.394737363,0.086250664,"V",19797968,19801102,"minus"
13822,51.86155927,121.0159258,1.222459432,0.409847082,"V",19842601,19845946,"minus"
13823,140.345957,121.422077,-0.208956748,0.792113463,"V",19848295,19855288,"plus"
13824,6.215890251,31.33502155,2.333743049,0.304071561,"V",19857592,19861533,"plus"
13825,9.663228362,75.41958166,2.964361987,0.019778865,"V",19855143,19867952,"minus"
13826,138.6540777,116.8595357,-0.246714583,1,"V",19870475,19873900,"plus"
13829,8.41534164,24.22722083,1.525535172,0.603925107,"V",19899460,19900260,"plus"
13830,10.71317308,14.77580387,0.463850775,0.828597891,"V",20306072,20308888,"plus"
13832,10.2649877,19.39683754,0.918089556,0.792113463,"V",20303557,20304877,"plus"
13833,49.12312329,96.41673764,0.972881324,0.346770227,"V",20297919,20299493,"plus"
13835,255.3431981,520.821315,1.028350865,0.073713584,"V",20281360,20289386,"minus"
13838,31.32823288,29.70903808,-0.0765615,1,"III",1269571,1271420,"minus"
13839,60.39134471,71.61716256,0.245963564,0.825658243,"III",1267395,1269524,"minus"
13841,9.551251975,68.17193777,2.835416233,0.062542357,"III",1279619,1281717,"plus"
13842,15.33031382,129.9389147,3.083374426,0.000296787,"III",1282393,1284136,"minus"
13843,3.586787005,20.67304248,2.526986747,0.329729958,"III",1289739,1290930,"plus"
13844,5.964817457,39.52237297,2.728119678,0.509027272,"III",1287291,1288515,"minus"
13845,92.81210704,381.6155383,2.039734997,0.045474708,"III",1285008,1287132,"plus"
13846,2508.691975,3708.37369,0.563851287,0.306342768,"III",9199867,9206174,"minus"
13847,29326.1932,18723.92221,-0.647307133,0.190528943,"III",9186478,9191031,"minus"
13848,67.98857594,141.6849861,1.059322632,0.314651915,"III",9208227,9215362,"minus"
13849,3423.102025,4769.94415,0.478668082,0.279049316,"III",9192905,9199429,"minus"
13850,58.15170569,105.4719472,0.858965916,0.437368341,"III",9185999,9192905,"plus"
13851,1411.113842,3359.481063,1.251404016,0.157924314,"II",14675188,14678251,"minus"
13852,4862.478532,6573.630604,0.434998508,0.472224011,"II",14678393,14681077,"plus"
13853,129.9236525,130.7085129,0.00868901,1,"V",12609808,12610840,"plus"
13854,116.9774673,23.8714212,-2.292874293,0.607444634,"V",12611662,12612204,"minus"
13855,4579.903564,4014.203631,-0.190203418,0.804603355,"V",12611311,12628720,"plus"
13856,367.7255104,437.384833,0.250273929,0.661369206,"IV",10728552,10728983,"plus"
13857,18702.61194,17688.19835,-0.080452657,1,"IV",10732811,10734612,"minus"
13859,8051.291472,4504.246586,-0.837934408,0.634965598,"I",10264301,10279225,"minus"
13860,2607.802077,4448.937772,0.770626541,0.112169952,"I",10255623,10262197,"minus"
13862,7099.679258,4872.733037,-0.543022666,0.442042682,"V",10737096,10739324,"plus"
13863,8.527494271,42.47511083,2.316423926,0.419132208,"V",10739256,10741437,"minus"
13865,201.0781596,400.6341593,0.994529045,0.140747736,"I",14009859,14011454,"plus"
13866,20086.35777,18118.86357,-0.148723515,0.736587893,"X",10054221,10057468,"plus"
13868,8.341614203,18.24326357,1.128965344,0.693264435,"X",10060416,10061623,"plus"
13869,2513.957606,2420.262382,-0.054796862,1,"X",10062379,10069725,"minus"
13870,5213.08533,3640.899497,-0.517842558,0.506614085,"X",10072152,10074232,"minus"
13871,31.39548874,68.72442537,1.130265668,0.553526882,"X",10049402,10052423,"plus"
13872,4543.115112,8911.682897,0.972016038,0.175026718,"X",10034778,10047359,"minus"
13873,2547.883537,2701.399363,0.084407603,1,"V",14175502,14182945,"minus"
13874,247.5309763,240.3938973,-0.042208805,1,"V",14171626,14175314,"minus"
13875,6535.6588,5099.756459,-0.357904316,0.608732038,"V",14168347,14171442,"minus"
13876,3613.726981,3282.917058,-0.138509213,0.859510054,"V",14178064,14179587,"plus"
13877,13400.61039,11444.30977,-0.227668263,0.699595562,"V",14185770,14192143,"plus"
13878,13854.42129,12444.77441,-0.154806371,0.978330248,"V",14193670,14197683,"plus"
13879,11.90986769,9.267866788,-0.361848173,1,"V",14180232,14181520,"plus"
13880,4478.614868,4648.42148,0.053688277,1,"IV",9074656,9076556,"plus"
13881,2716.66768,1900.597094,-0.515385369,0.499798643,"IV",9076486,9078582,"minus"
13882,567.4934189,1487.930946,1.390632007,0.000672808,"IV",9088596,9092180,"plus"
13883,88.66464806,210.4636901,1.247140457,0.134139981,"V",14852810,14858581,"minus"
13884,577.416622,466.8437302,-0.306672931,1,"V",14870057,14871517,"minus"
13885,23.31006075,34.47079973,0.564422005,0.755003271,"V",14868518,14869644,"minus"
13886,25.04632048,80.4574775,1.683627833,0.157891817,"V",14874183,14875413,"minus"
13887,25.4431375,12.35545487,-1.042128462,1,"V",14878309,14878487,"plus"
13889,20.92420056,32.94464789,0.654871604,0.707954627,"V",14879514,14879765,"minus"
13890,29.35313854,38.94896926,0.40807038,0.918708992,"V",14881302,14882094,"minus"
13891,380.7673902,1600.990151,2.0719826,0.017705075,"I",10333541,10335730,"minus"
13892,21162.89953,21702.29395,0.03631024,1,"I",10331953,10333087,"minus"
13893,12240.43375,9987.724932,-0.293426688,0.654822088,"I",10345727,10348062,"plus"
13894,7485.070678,7698.8189,0.040621195,0.949268645,"I",10348040,10349636,"minus"
13895,442.1318895,636.6352354,0.525990212,0.388596412,"I",10356242,10360881,"plus"
13896,246.4302229,543.004115,1.139783928,0.01367545,"V",12808406,12810054,"minus"
13897,1210.067199,1421.368946,0.232193918,0.539485152,"V",12810201,12811141,"minus"
13898,7855.78226,11146.55694,0.504771297,0.381906915,"V",12812274,12814107,"minus"
13899,1396.102461,1698.516499,0.282870406,0.799930251,"V",12816904,12819528,"minus"
13900,11.57930086,41.53874466,1.842909469,0.34929545,"V",12820248,12822741,"plus"
13901,7.801167874,14.87360006,0.930991861,0.835030403,"V",12825009,12827415,"plus"
13902,599.4879298,1126.66616,0.910257485,0.09779838,"V",12775361,12783070,"plus"
13904,173.7290914,212.4614976,0.290362062,0.821550952,"V",12795464,12798137,"minus"
13905,3382.248293,3043.51237,-0.152245344,0.807635326,"V",12793003,12795289,"minus"
13906,4073.16541,3840.586254,-0.084823852,0.814762028,"V",12790683,12792948,"minus"
13908,16.3284859,19.23122865,0.236059917,1,"V",12789180,12790501,"minus"
13909,45.39937567,39.44205434,-0.202937762,0.94389289,"V",12787252,12788534,"minus"
13911,25.24614937,92.0245542,1.865955496,0.353593831,"III",12747798,12750826,"minus"
13912,14.23441487,41.64075858,1.548613161,0.514213585,"III",12760583,12764240,"minus"
13913,2.113662013,10.42682999,2.302484005,0.650266077,"III",12764452,12768947,"plus"
13914,27.11402826,75.97699475,1.486523181,0.208716814,"III",12785053,12793027,"plus"
13915,1.558561881,10.38914408,2.736789459,0.583964814,"III",12751008,12753533,"plus"
13916,156.4577,290.8865662,0.894684009,0.251574547,"X",10407090,10409714,"plus"
13917,15053.79469,12419.28433,-0.277545161,0.825611317,"X",10416577,10419691,"minus"
13919,28749.03489,30120.85529,0.067249211,1,"X",9958897,9964685,"plus"
13920,19756.88003,18903.17875,-0.063726279,0.96146476,"X",9965437,9968526,"plus"
13921,76.67803592,208.7353723,1.444789812,0.142020202,"IV",12349922,12356047,"plus"
13923,218.8847595,432.2925529,0.981836477,0.201159106,"II",11646683,11649045,"plus"
13924,65749.11245,61453.0697,-0.097486342,1,"II",11651196,11652842,"minus"
13925,3212.751282,2828.738199,-0.183650637,0.867670671,"II",11649097,11651132,"minus"
13926,38445.19449,35602.29258,-0.110833133,0.963439483,"II",11654148,11657109,"minus"
13928,19.6895577,34.33828404,0.802387243,0.770281855,"I",11146440,11148338,"plus"
13929,16.03740172,16.53790131,0.044335742,1,"I",11142106,11144083,"plus"
13933,53.75345609,184.1255123,1.776260118,0.053565632,"I",11156737,11158832,"minus"
13934,3156.916085,3362.767702,0.091133209,0.7347078,"II",13792160,13817595,"plus"
13935,105.4816499,145.0779801,0.459836522,1,"V",17092546,17093377,"plus"
13939,10.87334307,15.03982842,0.467992535,1,"V",17101108,17101958,"plus"
13943,24.81602058,9.163430042,-1.437312156,0.913951964,"V",17107506,17108394,"minus"
13946,2434.209,2010.687608,-0.275764089,0.608340591,"V",18458208,18461203,"minus"
13947,327.3265981,595.7229991,0.86391082,0.574963035,"V",18462776,18465292,"plus"
13949,373.0505251,410.473993,0.137919779,1,"V",18410730,18412959,"minus"
13950,98.2070337,210.7551831,1.101669851,0.596639352,"V",18414323,18416833,"plus"
13955,351.4597065,355.7617686,0.017552183,1,"I",8226503,8240631,"minus"
13957,113.3881093,207.6250257,0.87271099,0.275176178,"I",8256295,8258933,"minus"
13958,18085.9459,13761.61536,-0.394219228,0.676736608,"I",8255340,8256309,"plus"
13959,2908.582482,4177.817577,0.522433282,0.17284363,"I",8262033,8268985,"plus"
13960,441.0050782,1027.121914,1.219740259,0.002540285,"I",8270389,8273476,"plus"
13961,17.43120892,18.4963202,0.085565649,0.99857643,"V",16046853,16047580,"plus"
13962,11331.38221,16633.93192,0.553805379,0.187209145,"V",9666676,9670186,"plus"
13963,3984.710062,3979.305112,-0.001958232,0.937968818,"V",9669977,9673547,"minus"
13964,65.6477161,109.0566149,0.732260554,0.386006583,"V",9678251,9679277,"plus"
13965,2122.172504,4352.404395,1.036270676,0.167820577,"V",9680351,9685635,"minus"
13966,2008.53467,2012.991284,0.003197561,1,"V",9691013,9692135,"minus"
13967,3191.41799,4021.84525,0.333659997,0.827766909,"V",9692875,9694783,"plus"
13969,14541.95606,8721.362601,-0.737595881,0.119862124,"I",14993810,15001669,"plus"
13970,319.9841717,382.4743613,0.257362499,0.808763609,"I",14975408,14980575,"plus"
13971,1.208756553,26.60001162,4.459831259,0.070222008,"V",18731963,18732744,"plus"
13972,11.46692019,0.1,-6.841334151,0.750754431,"V",18732774,18734438,"minus"
13974,49.21004279,109.4088624,1.152704928,0.366597367,"X",11328527,11332008,"plus"
13975,416.9974699,295.5009345,-0.496875938,0.909253508,"X",11324377,11326837,"minus"
13978,82.35972338,260.0994985,1.659052728,0.007374019,"III",9099552,9101181,"minus"
13979,40.11420454,80.99140435,1.013655613,0.389510086,"III",9101286,9103033,"plus"
13980,5.270973405,28.00920838,2.409759891,0.205131531,"III",9103904,9106728,"plus"
13981,85695.27039,83576.73704,-0.036114148,0.959474456,"III",9106609,9109195,"minus"
13982,10353.83193,8761.080863,-0.240984032,0.635990564,"III",9115005,9117193,"plus"
13983,21822.36274,18017.87735,-0.276378253,0.608226207,"III",9141738,9144719,"minus"
13984,7073.783474,6506.680172,-0.120560418,0.925832001,"III",9145248,9145899,"plus"
13985,22544.14371,22590.5943,0.002969511,1,"III",9125762,9130733,"plus"
13987,22.84669284,65.92761356,1.528897516,0.24482142,"III",9145970,9147338,"plus"
13989,1921.175654,2613.919649,0.444225363,0.607821641,"III",9144137,9144606,"plus"
13994,15375.54087,14508.13329,-0.083775257,1,"I",7460850,7466420,"minus"
13996,95.74409509,51.49675101,-0.894702099,0.505852607,"IV",17245561,17249712,"plus"
13997,20846.29256,19119.97594,-0.12471012,0.906474409,"IV",17250094,17254927,"plus"
13998,14486.60921,14666.06465,0.017761852,1,"IV",17255224,17257520,"plus"
13999,12.52945557,12.86402468,0.03801835,0.898678665,"IV",17257474,17259350,"minus"
14000,12536.51789,9576.083102,-0.388629107,0.526906284,"IV",17260235,17262450,"minus"
14001,7505.066605,6381.036191,-0.234074159,0.770281855,"IV",10909894,10913058,"plus"
14003,15.05353095,110.6723843,2.878121447,0.004710652,"IV",10916594,10917671,"plus"
14004,19108.11021,21022.04573,0.137717967,1,"IV",10937433,10939914,"plus"
14006,5.739931673,55.95012792,3.285035961,0.020481012,"IV",10900351,10901362,"plus"
14008,411.872788,525.249015,0.350802739,0.596639352,"IV",10902062,10904336,"minus"
14009,76.71880407,3144.061575,5.356905431,0.004970862,"IV",12014260,12015636,"minus"
14011,16421.04574,17417.39863,0.084983162,1,"III",9799020,9802211,"plus"
14012,13690.48638,12725.02645,-0.105505046,0.816943153,"III",9802267,9805005,"minus"
14013,15372.14258,17557.72166,0.191787386,0.792113463,"III",9805424,9807367,"minus"
14014,8252.259524,7428.539942,-0.151710512,0.764045325,"III",9808457,9812552,"plus"
14015,63031.12671,57301.97955,-0.137479473,0.985685658,"III",9819207,9823036,"plus"
14016,15733.04515,12526.76857,-0.328783632,0.961859398,"III",9824786,9825358,"minus"
14017,52764.02617,49279.33834,-0.098571768,1,"III",9826043,9827283,"minus"
14018,9485.101664,9244.27565,-0.037102958,0.909184316,"III",9827822,9829633,"plus"
14019,9441.46529,8934.026896,-0.079700181,0.896924214,"III",9830711,9832341,"plus"
14020,4491.30859,4616.080508,0.039532535,1,"III",9813354,9814139,"plus"
14021,1115.799227,1867.045577,0.742679689,0.266701816,"III",8882888,8885404,"minus"
14022,10730.24018,10085.4244,-0.089410575,1,"III",8887669,8890065,"plus"
14023,23155.24171,23325.84587,0.010590582,0.933093665,"III",8890149,8894612,"plus"
14025,25438.94051,27341.53789,0.104055807,1,"III",8895002,8896574,"plus"
14027,704.7656478,808.0471899,0.197295944,0.862035916,"III",8912065,8913358,"plus"
14028,1453.065001,1713.616881,0.237945356,0.906087962,"III",8913648,8916668,"plus"
14029,94.86424652,292.0774977,1.622414858,0.038240509,"III",8924176,8925258,"plus"
14030,11034.02432,13804.816,0.323212593,0.433315728,"III",8922321,8923350,"minus"
14031,6333.007447,5749.006245,-0.139578178,0.925832001,"III",8888116,8889026,"minus"
14032,273.982954,466.7273316,0.768493816,0.574963035,"III",8920032,8921081,"plus"
14033,440.7359613,591.8504492,0.42531806,0.512915961,"III",8932078,8936669,"plus"
14034,13706.1035,11794.83498,-0.216663252,0.825658243,"III",8956405,8957986,"plus"
14035,25.04073012,80.89295498,1.691737435,0.117063519,"III",8944738,8952870,"plus"
14036,36131.1899,33676.21073,-0.101514953,0.987061268,"III",8952807,8956119,"minus"
14037,36.64551301,278.3248759,2.925061392,4.75e-06,"III",8957627,8960616,"minus"
14039,233.5162897,669.0488128,1.518588278,0.15113078,"X",15696662,15697988,"plus"
14040,2159.618513,1626.730629,-0.408801115,0.49401485,"X",15721202,15723865,"plus"
14041,759.1738402,584.6882269,-0.376762739,1,"II",10470874,10471287,"minus"
14043,20.55462801,24.22568283,0.237074067,0.922723061,"II",10474098,10476079,"minus"
14044,553.0984754,552.0425338,-0.002756937,1,"II",10477199,10477633,"plus"
14051,7834.757776,7130.873861,-0.135809788,1,"II",7912053,7926915,"minus"
14052,1857.529596,1184.970978,-0.648533472,0.453297807,"II",7936538,7938532,"minus"
14053,35.54913712,33.6685547,-0.078412751,0.88513093,"II",7941100,7942559,"plus"
14054,6999.420532,8227.725802,0.233258226,0.865949938,"II",7942551,7945157,"minus"
14055,337.521541,260.7780001,-0.372157414,1,"II",7945450,7946843,"minus"
14056,296.0200526,312.4009343,0.077703859,1,"II",7927403,7928604,"minus"
14057,158.8718621,55.24658521,-1.523906431,0.242116543,"II",10443267,10445096,"plus"
14058,15852.92051,13720.27466,-0.208439283,1,"II",10448204,10450167,"plus"
14059,8109.355137,5719.679143,-0.503652976,0.371524208,"II",10450598,10451943,"plus"
14060,2410.218822,1841.533491,-0.388256498,0.545874589,"II",10452860,10455139,"plus"
14062,70.86127473,187.4285049,1.403271057,0.129283404,"II",10462805,10464270,"minus"
14063,10.58160571,8.226621462,-0.3631866,1,"II",10468291,10470237,"minus"
14064,2619.016585,2533.452008,-0.047920696,1,"II",10464738,10465238,"plus"
14065,907.6867121,876.1324294,-0.051045485,1,"II",10459519,10462612,"plus"
14066,3727.908702,3475.20822,-0.101267107,0.892162031,"II",7900596,7904585,"plus"
14067,1086.405152,3936.380703,1.85730753,0.007271946,"II",7911272,7912064,"plus"
14069,33.80071187,17.59334631,-0.942023717,0.776876617,"X",15748415,15749138,"minus"
14070,8.699601754,30.10174841,1.790826021,0.613712306,"X",15746937,15752070,"plus"
14073,110.6949226,264.9119366,1.258923801,0.038298892,"III",9868476,9871021,"minus"
14074,861.8694149,955.0384858,0.148089574,0.67675813,"III",9874079,9877388,"minus"
14075,19205.98494,19351.46896,0.010887133,1,"III",9863165,9867699,"minus"
14076,13168.61691,11135.15026,-0.241982801,0.804399344,"IV",11659777,11665180,"plus"
14077,77.736588,269.6394455,1.794365872,0.006096434,"IV",11678417,11681982,"minus"
14078,15808.27942,14729.10288,-0.102010791,0.833178818,"IV",11684951,11688095,"minus"
14079,3149.247183,4057.199699,0.365477317,0.909184316,"IV",11694390,11696435,"plus"
14080,10386.41337,9531.148337,-0.1239756,0.812868811,"IV",11668005,11671479,"plus"
14081,1797.662746,1511.021763,-0.250597947,0.768712864,"IV",12548109,12554487,"plus"
14082,164.6470775,216.6341729,0.395883934,0.701826982,"IV",12557051,12558935,"minus"
14083,14976.82342,14692.12563,-0.027688524,0.989392594,"IV",12559340,12560665,"plus"
14084,20.45642421,12.51071531,-0.709389704,1,"IV",12560726,12561230,"plus"
14085,244.1514413,572.5443848,1.229611244,0.09716358,"IV",11642079,11643699,"plus"
14086,45663.66401,49968.3941,0.129969228,0.831129123,"IV",11652378,11653438,"plus"
14087,14144.10641,14113.64671,-0.003110232,0.984186911,"IV",11656707,11659402,"plus"
14088,514.1210416,1082.076994,1.073623192,0.238257101,"IV",11645585,11648870,"minus"
14089,7572.596556,7425.060998,-0.028385191,0.892966356,"IV",11918087,11922105,"minus"
14090,25051.95366,17375.25745,-0.527888762,0.389001991,"IV",11922335,11923171,"minus"
14091,65.68279031,146.5940528,1.158239255,0.1292182,"IV",11926000,11928403,"plus"
14092,708.3277796,1151.165128,0.700605766,0.773673193,"IV",11937380,11940632,"plus"
14093,9.974256009,59.54195846,2.577625537,0.074525666,"IV",11940580,11942362,"minus"
14094,182.5394667,509.9384238,1.482114627,0.014808736,"IV",11943302,11945698,"minus"
14095,19247.07569,26014.05088,0.434651806,0.305813205,"IV",11953220,11955521,"plus"
14096,11204.50578,11327.81038,0.015790007,1,"IV",11959877,11961514,"minus"
14097,17965.97268,14465.12654,-0.312688101,0.800651881,"IV",11970511,11973460,"plus"
14098,14252.51193,13705.20936,-0.056491843,0.982737515,"V",12194459,12205467,"plus"
14099,2248.928213,2124.460655,-0.082140985,1,"V",12194545,12195922,"minus"
14100,104.1050305,64.76648048,-0.684720531,1,"I",14182775,14186838,"minus"
14101,187.9368941,497.4076191,1.404180295,0.001887124,"I",14185631,14196283,"minus"
14105,129.3542178,82.93082008,-0.641346832,0.624191662,"V",10183258,10184420,"plus"
14106,974.4705921,558.8007713,-0.802284636,0.482507727,"V",10184701,10190113,"minus"
14107,24.22667566,23.24388218,-0.059745408,1,"V",10198678,10199687,"plus"
14108,3200.054695,2544.283855,-0.330836929,0.643047095,"V",10201830,10202573,"plus"
14109,22562.68825,21612.91292,-0.062045442,0.909637595,"V",10202314,10203461,"minus"
14111,7213.01281,6318.718267,-0.190970044,0.997970222,"V",10205652,10206575,"minus"
14112,10236.86744,9562.560027,-0.098305503,0.928836727,"V",10203745,10205057,"minus"
14113,1984.481933,1595.145014,-0.315074843,0.978782915,"V",10212923,10216685,"plus"
14114,26085.52619,22485.19524,-0.214274124,0.737199611,"V",10206593,10210319,"minus"
14115,38885.4322,36296.69529,-0.099391573,0.94903235,"I",9118108,9121754,"plus"
14116,2.199627633,15.08771944,2.778043533,0.431004233,"I",9123074,9124452,"minus"
14117,52814.95931,39482.20212,-0.419744158,0.93888386,"I",9126130,9127065,"minus"
14118,5505.393487,4992.769608,-0.141005346,0.825611317,"I",9135757,9138349,"minus"
14119,23544.97861,21732.14067,-0.115589121,0.985685658,"I",9138260,9145625,"minus"
14121,26.91608625,22.63399777,-0.249977224,1,"I",9124686,9126079,"plus"
14122,67.99547266,96.3965506,0.503542832,0.955514907,"V",12168203,12170189,"minus"
14123,10084.1201,8640.420336,-0.222911802,0.778483687,"V",12179484,12181393,"minus"
14124,23582.30479,20775.09874,-0.182849392,0.825516851,"V",12181479,12184177,"minus"
14125,107.2286467,190.9358412,0.83239756,0.30113926,"V",12186307,12187477,"minus"
14128,6.942216648,41.52253085,2.580426087,0.163716368,"II",10006508,10008030,"plus"
14129,4.709577939,14.22103679,1.594356969,0.563902429,"II",10008172,10009322,"plus"
14131,1345.798796,1491.268968,0.148077753,0.734443625,"II",9980827,9981693,"minus"
14135,13.40187869,15.04445485,0.166796577,0.77257058,"IV",12880643,12883122,"minus"
14136,40.97738796,101.906291,1.314343187,0.170056525,"IV",12876960,12879643,"minus"
14137,6.301150896,20.21886093,1.682014458,0.608058948,"IV",12869245,12871488,"minus"
14138,14.86153179,27.70764126,0.898701077,0.617740893,"IV",12866092,12869059,"plus"
14139,15377.65532,10161.57577,-0.597711408,0.215830025,"IV",12855525,12859350,"plus"
14140,499.5446596,480.1952276,-0.056992596,0.90625531,"X",9446605,9447740,"plus"
14141,23942.20069,19657.03531,-0.284510016,0.814594557,"X",9450167,9451937,"minus"
14142,320.2700204,379.7931367,0.245925077,0.889520713,"X",9453900,9454601,"plus"
14143,3787.869432,4032.290711,0.090213053,0.925204062,"X",9459852,9460877,"minus"
14144,7315.174737,7011.620108,-0.061144494,0.870678594,"X",9463297,9464666,"plus"
14145,172.9983565,167.8959705,-0.043190727,1,"X",9447802,9449340,"minus"
14148,1820.097163,3554.670427,0.965700337,0.027827844,"I",14953477,14955600,"plus"
14149,2480.876732,1019.995529,-1.282287224,0.233606997,"I",14955636,14957086,"minus"
14150,1056.501295,751.1362702,-0.492147967,0.478058681,"I",14967288,14968529,"plus"
14151,35862.04827,38246.69989,0.09287738,1,"II",11908650,11915791,"minus"
