"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value","Chrom.No","start","end","strand"
12676,9612.355131,6190.651721,-0.634798653,0.029622267,"V",19102417,19118383,"minus"
12678,542.4981156,234.4281972,-1.210472018,0.005757833,"V",19099056,19101079,"minus"
12679,9.728178689,16.87533718,0.794674695,0.624342681,"V",19068592,19074057,"minus"
12680,84.83260903,315.5173807,1.895028642,0.001508138,"V",19047018,19048640,"plus"
12684,22.29459372,5.208686294,-2.097702454,0.355461113,"V",19026434,19031561,"plus"
12692,32914.48402,21243.74342,-0.631684572,0.079134613,"V",19001925,19006695,"plus"
12693,4057.307456,3317.815936,-0.29028878,0.363090096,"V",19000989,19001826,"plus"
12694,21489.49767,10754.89572,-0.998638223,0.005590521,"V",18993911,18998176,"plus"
12695,8418.284527,5025.036038,-0.744392329,0.036997314,"V",18990829,18993770,"plus"
12696,4176.500937,3181.311345,-0.392673191,0.233050049,"V",18986430,18990380,"minus"
12697,10253.06897,6679.648672,-0.618211676,0.054300595,"V",18981290,18986100,"plus"
12698,1146.167953,449.1703373,-1.351483902,0.000489246,"V",18979292,18981126,"minus"
12700,4649.399878,2744.642944,-0.760426034,0.024413972,"V",18967875,18969588,"minus"
12701,7173.009533,2770.69564,-1.372330308,6.64e-06,"V",18960938,18967794,"minus"
12702,1124.109827,651.1208146,-0.787785833,0.009358629,"V",18958211,18960143,"minus"
12703,2361.188211,2303.555817,-0.035650487,0.956525345,"V",19087686,19092632,"plus"
12704,318.4124143,1379.843779,2.11553645,1.66e-09,"IV",12222848,12227030,"minus"
12705,29.884535,61.74840744,1.047002834,0.258143585,"IV",12227890,12229757,"minus"
12709,25.40149244,52.86955431,1.057523901,0.423113366,"IV",12241341,12244784,"minus"
12710,2279.877057,1998.832274,-0.189798611,0.347121966,"IV",12257577,12259170,"minus"
12712,4503.313185,2858.318459,-0.655820151,0.040170347,"III",12952869,12966894,"minus"
12713,5050.923425,3037.265088,-0.73377434,0.047017485,"III",12967828,12972397,"minus"
12714,21584.09824,13036.20094,-0.727445325,0.015378442,"III",13153474,13160189,"plus"
12715,6359.299951,3315.173229,-0.9397837,0.00299955,"III",13165111,13169419,"minus"
12716,5370.041682,2046.123673,-1.392039939,1.04e-05,"III",13169817,13173005,"plus"
12717,17223.54559,20538.44896,0.253945072,0.328222259,"III",13070659,13074931,"plus"
12718,11560.43316,8663.601865,-0.416156605,0.210237311,"III",13107506,13118800,"plus"
12719,6047.07426,3878.479954,-0.640745951,0.037545963,"III",13143272,13152651,"minus"
12720,103.56598,48.19794968,-1.103506494,0.120321219,"III",13204881,13207293,"plus"
12721,16.84357853,3.154789429,-2.416583063,0.234239236,"III",13091011,13093558,"plus"
12722,23949.42944,17741.82083,-0.432837206,0.297424505,"II",13970509,13972872,"minus"
12723,6272.690883,4328.050425,-0.535367161,0.166725597,"II",13973473,13976147,"minus"
12726,28.82507213,9.468257814,-1.606153323,0.158724342,"II",13987542,13991764,"minus"
12728,31.71931757,343.0846925,3.435131121,0.001197474,"II",13981278,13981712,"plus"
12729,1.110474444,15.34156172,3.788197255,0.136526946,"II",13982039,13982935,"minus"
12730,41607.42466,27073.20255,-0.619975437,0.064270665,"II",14068874,14088817,"plus"
12731,31.54904176,67.80890209,1.103878499,0.113590171,"II",14095377,14097315,"minus"
12732,8545.294779,5885.089864,-0.538065815,0.265179991,"I",13344033,13346957,"plus"
12733,715.2455177,535.4140039,-0.417783678,0.36550953,"I",13347057,13349248,"plus"
12734,11425.31608,7997.306877,-0.514647924,0.168513608,"I",13349399,13358663,"plus"
12735,28045.18983,18190.41547,-0.624574853,0.021361586,"I",13360664,13366877,"minus"
12738,11911.69153,7593.050785,-0.649626736,0.067485286,"I",13435476,13437955,"plus"
12739,43599.40577,26250.52179,-0.731962373,0.06769081,"I",13426439,13428462,"minus"
12740,6592.844385,3836.394274,-0.781150032,0.027539994,"I",13428900,13434593,"plus"
12742,6.61551084,31.10083744,2.233028959,0.062040721,"IV",15156623,15158952,"plus"
12743,14.37950917,48.19638123,1.744910396,0.160657675,"IV",15161125,15164875,"minus"
12744,400.5136131,354.2915341,-0.176914287,0.53825494,"IV",15167768,15175504,"minus"
12745,67.59275317,55.06405785,-0.295757648,0.562847525,"IV",15197235,15200149,"plus"
12747,5.393407071,11.92227046,1.144390175,0.47023766,"IV",15210090,15215594,"minus"
12750,12.43876091,9.926983243,-0.325415516,0.976384092,"III",11650371,11656085,"plus"
12753,6.551111857,18.52437427,1.499613124,0.31024964,"III",11696499,11698171,"plus"
12755,1448.206129,1394.502548,-0.054516392,0.763757313,"III",11706866,11708720,"minus"
12756,10506.52834,6063.02252,-0.793176954,0.014687855,"III",11710727,11718549,"minus"
12757,262.0840985,143.9809487,-0.864151894,0.033163109,"III",11719800,11723502,"plus"
12758,267.9428961,414.5735483,0.629702502,0.16426527,"III",11723918,11726590,"minus"
12759,966.3388888,2139.341318,1.146565547,0.016721904,"III",11733268,11737529,"minus"
12760,13.99404816,51.51023004,1.880045622,0.134720444,"III",11641361,11641776,"plus"
12762,20315.72472,15120.72812,-0.426069218,0.16051527,"IV",14954185,14958889,"minus"
12763,340.8933583,1852.633935,2.442185449,0.001195795,"IV",14981577,14996284,"plus"
12764,8.979911049,66.40059664,2.886423146,0.070421456,"IV",15006215,15007161,"plus"
12765,13467.98387,12132.03181,-0.150712713,0.703153197,"IV",15014010,15025485,"plus"
12766,4623.879727,2972.791606,-0.637285539,0.03536834,"IV",15028322,15029104,"minus"
12767,13201.64318,6571.157879,-1.006498,0.000831498,"IV",15025678,15037004,"plus"
12768,30140.65915,19642.98458,-0.617696817,0.052403396,"IV",15037289,15039606,"plus"
12769,67943.58709,44933.76719,-0.596537367,0.093735077,"IV",15040043,15049331,"plus"
12772,68.98413355,31.28024914,-1.141012575,0.445864858,"IV",15092849,15098344,"minus"
12775,33.31145738,39.79735207,0.25665397,0.959699827,"IV",15083773,15088549,"plus"
12776,499.6476346,1051.71064,1.073754896,0.001004867,"V",11088136,11097960,"plus"
12777,900.1048496,1610.375416,0.839232083,0.013218786,"V",11090996,11093596,"minus"
12778,6.770694747,47.87208411,2.821808832,0.004322178,"V",11095481,11096080,"minus"
12779,175.8640623,664.3948983,1.917580296,0.007369124,"V",11098871,11107258,"plus"
12780,752.2566184,485.1292562,-0.632855709,0.135843787,"V",11107515,11109735,"minus"
12781,505.7375907,47.07050061,-3.425493914,0.002538757,"IV",10268640,10269206,"minus"
12782,576.0561132,2724.484256,2.241701898,0.006376849,"IV",10269859,10272676,"plus"
12784,8.494991844,14.80009305,0.800921778,0.610669167,"IV",10278001,10279448,"plus"
12786,60.58426852,68.06526788,0.167975584,0.744884727,"IV",10353147,10355070,"plus"
12788,1.507018532,17.82919595,3.56447258,0.066056994,"IV",16744833,16755769,"minus"
12789,56.33303579,29.27817782,-0.944155453,0.210375445,"IV",16766565,16768287,"minus"
12790,24.7808623,14.66238094,-0.757106996,0.488081321,"IV",16768489,16769753,"plus"
12791,397.9480419,568.9881998,0.515818655,0.274739226,"IV",16773797,16785024,"plus"
12792,735.7366521,294.0816383,-1.322972755,0.001030715,"IV",16787294,16788477,"plus"
12793,33.96225471,23.27943612,-0.544876127,0.582499933,"IV",16765660,16766610,"plus"
12794,3146.254348,3753.019864,0.254416621,0.298780118,"IV",10982047,10984982,"plus"
12795,648.9879478,287.5174606,-1.174542114,0.004813406,"IV",10987885,10989201,"plus"
12796,8676.499862,11738.08468,0.436011945,0.131997337,"III",13222971,13229351,"plus"
12802,6158.978619,2752.297887,-1.162054495,0.000123132,"III",13283791,13292984,"minus"
12803,27647.78188,22187.50632,-0.317416211,0.239813283,"III",13299274,13302663,"plus"
12804,10972.42971,6969.457897,-0.654764679,0.025323704,"III",13307397,13313292,"plus"
12806,3913.370318,3037.778584,-0.365394918,0.229505296,"III",13314987,13318501,"plus"
12807,19902.34179,13707.79383,-0.537941796,0.089465432,"III",13313936,13314620,"plus"
12808,12.10892013,5.725166903,-1.080680555,0.443697414,"V",19370573,19371302,"plus"
12810,56.17484225,253.9832761,2.17673743,2.85e-05,"V",19377415,19381002,"plus"
12811,185.4662748,613.1195901,1.725011631,5.37e-06,"V",19384858,19390091,"minus"
12812,334.2107719,1790.554114,2.421575982,0.017112303,"V",19534855,19546170,"minus"
12813,41632.70168,31990.32622,-0.380081479,0.560666711,"V",19519895,19533080,"minus"
12814,7231.026341,11862.56981,0.714144241,0.011898917,"V",19503082,19519920,"plus"
12815,97.58425305,210.4608708,1.108831763,0.014879588,"V",19512155,19513626,"minus"
12816,5.431314633,20.08823879,1.886977737,0.108331226,"V",19494732,19495657,"minus"
12817,367.7528349,234.0596307,-0.651860335,0.079729687,"V",19492114,19494627,"plus"
12818,517.7197581,369.3887234,-0.487031553,0.090393669,"V",19490017,19491201,"plus"
12819,614.6132792,796.583529,0.374146711,0.414169863,"V",19479174,19480436,"plus"
12822,71.03026429,70.86748832,-0.003309935,0.720416372,"V",19468354,19469525,"plus"
12823,11.2179231,118.0453632,3.395463871,0.01089425,"V",19455988,19457271,"plus"
12824,34.6968185,276.7336583,2.995622838,0.004918337,"V",19452154,19455940,"minus"
12825,12459.15364,19628.54306,0.655747023,0.063425834,"V",19614506,19622436,"minus"
12826,1576.94648,2913.750676,0.885743737,0.043664956,"V",19625032,19630723,"plus"
12828,6240.166071,3542.768556,-0.816707205,0.029364408,"V",19633032,19640878,"minus"
12829,21771.83362,13093.61875,-0.733599039,0.025116485,"V",19641261,19644017,"minus"
12830,4678.044055,3928.347857,-0.251982761,0.46768648,"V",19644209,19645728,"plus"
12831,17.18159824,4.08255693,-2.073319334,0.311097921,"V",19646062,19647310,"plus"
12832,89.50098605,79.34708013,-0.173726442,0.990273707,"V",19650408,19655221,"minus"
12833,4.208277976,64.64975789,3.941343058,0.013695944,"V",19670230,19671332,"plus"
12834,5783.222034,3470.118624,-0.736888511,0.015791359,"V",19693866,19697368,"minus"
12835,4852.841692,3008.982974,-0.689553854,0.027321158,"V",19697543,19705181,"plus"
12837,17.52317161,37.25974171,1.088353754,0.335594495,"V",19714183,19715489,"minus"
12840,18.46611311,12.15704023,-0.603088197,0.683370054,"V",19610130,19612114,"plus"
12841,5474.603971,1739.446155,-1.654126585,1.72e-07,"II",12113160,12113784,"minus"
12844,8738.249267,2649.122197,-1.721829868,1.22e-07,"II",12120342,12120966,"plus"
12845,2580.163099,1602.705679,-0.686952752,0.03145145,"II",12114902,12130904,"minus"
12848,21.69908356,17.19127533,-0.335957538,0.728277037,"V",20636833,20638693,"minus"
12850,6482.115394,6755.615045,0.059622418,0.924105306,"V",20713889,20716844,"plus"
12851,13576.15741,3682.619754,-1.882270852,1.03e-09,"V",20722210,20723701,"plus"
12853,513.3456234,3178.470173,2.63033016,0.015873353,"V",20789440,20790754,"plus"
12854,1393.699645,3724.752979,1.418225071,0.013220593,"V",20790465,20792380,"minus"
12857,292.0092117,1067.846241,1.870618143,3.27e-08,"V",20915455,20922707,"plus"
12858,5954.161194,4159.698621,-0.517419274,0.049759552,"III",4244830,4247644,"minus"
12859,1709.995645,1657.936082,-0.044604263,0.401873498,"III",10558090,10561607,"minus"
12860,12364.03317,10495.34792,-0.236399438,0.419779391,"III",10566100,10571507,"plus"
12861,4879.61069,7335.96206,0.588220128,0.023078644,"III",10572376,10575321,"minus"
12864,1314.290466,1144.494425,-0.19957372,0.712500755,"III",10589783,10595071,"minus"
12866,3036.045297,3054.642357,0.008810161,0.789282949,"IV",13509184,13513533,"plus"
12867,2245.31946,1898.079324,-0.242380438,0.269919894,"IV",13506055,13509191,"plus"
12868,24464.25756,19876.95955,-0.299578407,0.190110637,"IV",13476911,13502828,"minus"
12869,4267.52828,6085.977116,0.512088196,0.092602609,"IV",13492547,13497117,"plus"
12872,5.681997594,11.20428467,0.979580418,0.740354128,"IV",13577309,13578250,"minus"
12873,9.185667993,21.72491912,1.241894261,0.447113186,"IV",13596948,13597889,"minus"
12875,861.9325285,3160.40203,1.874461248,0.033493284,"IV",13549567,13561628,"minus"
12876,50.88279222,72.2387041,0.505594171,0.616360888,"IV",13603525,13604171,"plus"
12877,41.60403498,55.73121305,0.4217621,0.64226733,"IV",13656389,13659523,"minus"
12879,17619.45679,9362.370909,-0.91222362,0.002768909,"IV",13665320,13666887,"minus"
12883,16.00315453,28.93788314,0.854603073,0.70177755,"IV",13773524,13774654,"minus"
12885,8831.381006,6596.049587,-0.421036812,0.269553905,"IV",13783935,13784655,"plus"
12887,15296.28125,10883.0011,-0.491104506,0.073777002,"IV",13788911,13796199,"plus"
12888,20482.02328,9729.156819,-1.073971553,0.000656243,"IV",13786919,13788698,"minus"
12889,643.67387,574.8464366,-0.163153295,0.612148713,"IV",13785716,13786853,"minus"
12890,4878.819921,3364.285418,-0.536232128,0.133753384,"IV",13782365,13785623,"minus"
12891,3151.386814,9816.349096,1.639199709,0.012927617,"IV",13750312,13770583,"plus"
12892,105.0885621,196.6688591,0.904162883,0.027385044,"IV",13804037,13807747,"minus"
12893,7.487862316,21.39527227,1.514666226,0.397268307,"IV",13817462,13820937,"minus"
12894,15352.55401,15450.76649,0.009199732,1,"II",12694340,12725413,"plus"
12895,2374.379627,1432.424875,-0.729091141,0.018981924,"II",12679885,12686875,"plus"
12896,110823.9945,69614.16748,-0.670817423,0.041909025,"II",12726889,12736805,"minus"
12897,7458.173625,5940.60175,-0.328213308,0.470427084,"II",12736961,12738264,"minus"
12898,953.0313645,538.6619615,-0.823143504,0.008927653,"II",12744637,12746764,"minus"
12899,26299.36206,15975.30487,-0.719184341,0.003983224,"II",12755088,12756125,"minus"
12900,4987.017745,3485.351593,-0.516873138,0.141346779,"II",12756283,12757604,"plus"
12901,329.5665485,605.9301101,0.878581584,0.062423462,"II",12760727,12767161,"plus"
12903,15709.97345,8433.017336,-0.897559917,0.007299469,"II",12767146,12768153,"minus"
12904,8388.052733,3008.086109,-1.479490065,3.45e-06,"II",12768673,12773775,"plus"
12905,65.85276435,25.57913339,-1.364276616,0.102411361,"II",12774637,12775478,"plus"
12906,1032.359713,1116.058315,0.112466663,0.52036886,"II",12782680,12785336,"minus"
12907,132875.1796,96278.64339,-0.464783923,0.101339067,"II",12787760,12796389,"minus"
12908,15474.77496,10693.90641,-0.533129473,0.082064014,"II",12800346,12805193,"minus"
12909,9913.257271,7812.883717,-0.34350403,0.233673599,"II",12804794,12810806,"plus"
12910,24.11877093,83.05837306,1.783969222,0.024773984,"II",12810969,12811863,"plus"
12911,779.2968271,555.3699936,-0.488723711,0.159722778,"II",12811591,12816394,"minus"
12912,24.08443365,346.7193445,3.847595427,6.61e-14,"II",12816771,12818512,"minus"
12914,1175.148794,532.2770278,-1.14259423,0.004708612,"II",12830638,12832651,"plus"
12915,9.777713355,57.18770967,2.548136111,0.003252457,"II",12836409,12840088,"minus"
12916,10005.69794,2877.638968,-1.797864298,1.13e-08,"II",12850365,12851833,"plus"
12917,176.3246557,424.8690737,1.268784111,0.003570927,"II",12856126,12861966,"plus"
12919,713.8343747,341.5932095,-1.06331008,0.043752311,"II",12781116,12781636,"plus"
12920,2777.960676,1807.805469,-0.619786734,0.133432494,"II",12786251,12788085,"minus"
12921,21.42097629,265.2183766,3.630084602,6.52e-06,"II",12823610,12823978,"plus"
12922,13545.47404,9894.908341,-0.453052635,0.089392327,"III",11139162,11141726,"minus"
12923,495.1026917,397.8259314,-0.315590475,0.489792118,"III",11136703,11138795,"minus"
12924,41.38183132,21.85374896,-0.9211167,0.559166382,"III",11168767,11170462,"minus"
12926,481.630165,248.889564,-0.952420013,0.027494396,"III",11223347,11224004,"minus"
12927,5493.724052,2918.084832,-0.912762622,0.008079215,"III",11235478,11236771,"minus"
12928,10638.79824,6460.629069,-0.719588641,0.029584028,"III",11237050,11238033,"plus"
12929,30140.79126,24602.71928,-0.292899509,0.263039146,"III",11245090,11251086,"plus"
12930,4876.094203,3977.512606,-0.293859495,0.317725839,"III",11257206,11270760,"minus"
12931,4948.181165,2451.414516,-1.013283868,0.024103391,"III",11274801,11275863,"plus"
12932,9327.759845,5785.648003,-0.689052092,0.051847588,"III",11276193,11278820,"minus"
12933,91.48310666,39.39505569,-1.215490785,0.126142268,"III",11286236,11290600,"minus"
12934,7734.16212,6449.279137,-0.262107092,0.276832972,"III",11278922,11290481,"minus"
12935,12212.99637,6781.363133,-0.848769993,0.007682463,"III",11317471,11326553,"plus"
12936,54396.99665,32831.49944,-0.72844636,0.020499259,"III",11142349,11154124,"plus"
12938,92.12226027,61.18694343,-0.590325977,0.340994222,"III",11252317,11256543,"plus"
12939,3756.373022,6844.904506,0.865690079,0.002523306,"III",11382853,11388526,"plus"
12940,85.53690017,377.9958962,2.143751741,0.065979254,"III",11397690,11401786,"plus"
12941,2486.431958,3124.896718,0.329731556,0.411801831,"III",11405293,11409325,"plus"
12942,1783.968098,4274.837772,1.260779855,0.136091158,"III",11427035,11428247,"plus"
12943,47532.58966,44998.89196,-0.079027527,0.905453821,"III",11463562,11470705,"minus"
12944,17340.46543,14364.32254,-0.27165267,0.364464088,"III",11456777,11462783,"plus"
12945,57.86133727,226.9085923,1.971439669,0.00042773,"I",11623106,11626553,"plus"
12946,831.0961898,948.4869963,0.190612533,0.250097928,"I",11744163,11747405,"plus"
12947,9.906616803,98.00870126,3.306445484,0.001556472,"I",11830976,11833157,"minus"
12948,196.228058,777.2351902,1.98581988,0.012596783,"I",11836451,11849238,"plus"
12950,8838.029846,4023.115469,-1.135411657,0.000458386,"I",11891590,11893720,"minus"
12951,13225.48415,6207.442656,-1.091249603,0.000275783,"I",11893876,11896279,"plus"
12953,1822.973504,960.7329093,-0.92408628,0.002548778,"I",11901599,11903161,"plus"
12954,277.7462901,169.9730521,-0.708461604,0.168941464,"I",11903725,11905139,"plus"
12956,128.2496327,44.19135189,-1.537118722,0.01820822,"I",11897398,11898512,"plus"
12957,32.83000297,12.44603265,-1.399328944,0.38662534,"I",11889410,11890738,"minus"
12958,2144.003745,989.3005414,-1.115826654,0.000114094,"I",12085018,12087821,"minus"
12959,15.14253564,16.89050607,0.157605748,0.991517004,"I",12088111,12089974,"minus"
12960,789.3645521,1051.631364,0.413865437,0.341742823,"I",12091562,12094471,"minus"
12961,0.740316296,213.6010468,8.172561216,0.002881264,"I",12095726,12097930,"minus"
12962,40.31084683,106.3105323,1.399044537,0.034759422,"III",10992030,10995138,"minus"
12964,27478.10047,19048.6552,-0.528593126,0.21367495,"III",11008121,11008835,"plus"
12965,20.90829971,26.14862519,0.322659352,0.812719419,"III",11007316,11007521,"minus"
12966,11013.73817,7217.59818,-0.609713484,0.119730343,"III",11008942,11010496,"plus"
12967,46.56008625,82.80410543,0.830608568,0.285452846,"III",11012467,11025182,"plus"
12968,284.7695998,370.4266838,0.379392885,0.386517677,"III",11025139,11026467,"minus"
12969,409.4619689,305.6411908,-0.421890473,0.248489473,"III",11027151,11029338,"minus"
12970,1898.163491,1451.84996,-0.386711892,0.177119355,"III",11033073,11035981,"plus"
12971,1854.661043,1609.516036,-0.204528594,0.573660942,"III",11036885,11045596,"plus"
12972,45596.78542,25856.77416,-0.818389819,0.01645391,"III",11063430,11068659,"plus"
12973,5731.220733,4980.080511,-0.202673396,0.580121447,"III",11052808,11061804,"plus"
12974,1699.147524,1320.608586,-0.363608186,0.18383536,"III",11101169,11107107,"minus"
12975,1856.349279,1102.661758,-0.751477874,0.005333316,"III",11107998,11116123,"minus"
12976,11455.73946,6675.601094,-0.779100933,0.011200444,"III",11117136,11119100,"minus"
12977,11534.50542,8474.328758,-0.444785142,0.160349452,"III",11119697,11127073,"plus"
12978,25832.21572,17912.53667,-0.528201736,0.134496181,"II",14150974,14154298,"minus"
12979,73.46208973,111.3312816,0.599787173,0.281694953,"II",14172762,14175099,"minus"
12980,41936.74661,29009.29407,-0.531699755,0.133706272,"II",14178739,14189855,"plus"
12981,290.8778205,255.7244541,-0.185823167,0.907379106,"II",14214334,14217064,"plus"
12982,31356.20357,24717.16207,-0.343237789,0.30678282,"II",14234898,14243515,"minus"
12983,15816.21592,10177.12409,-0.636074538,0.049421281,"II",14226302,14234045,"minus"
12984,2004.432464,1331.862901,-0.589748228,0.160779974,"II",14220824,14226202,"minus"
12987,590.4429859,901.4331569,0.610422759,0.040697799,"II",13309220,13311439,"plus"
12988,13434.04129,11573.9575,-0.215011117,0.654323792,"II",13279702,13285747,"minus"
12989,630.8705756,1924.216142,1.608854894,0.001006191,"II",13272564,13304159,"plus"
12990,57279.29876,45454.28864,-0.333597411,0.310073952,"II",13321943,13330755,"minus"
12992,6007.747483,4192.578746,-0.518986294,0.119070521,"II",13338209,13339917,"plus"
12993,34.39440203,67.41231885,0.970838478,0.264357259,"II",13340555,13347814,"minus"
12994,26514.2708,18462.39299,-0.522179513,0.132106334,"II",13376342,13388692,"plus"
12995,15578.12258,11377.04117,-0.45339597,0.122403444,"II",13389691,13401945,"plus"
12996,7899.821658,5344.384292,-0.563796334,0.259659997,"II",13402910,13404559,"plus"
12997,2835.550074,2637.521125,-0.104445985,0.872736887,"II",13412563,13414834,"plus"
12998,10682.04913,7724.334701,-0.467705841,0.102820891,"II",13369535,13375220,"plus"
12999,25400.33278,18699.52368,-0.441845877,0.139227164,"II",13670567,13694711,"minus"
13000,3100.729871,2681.026914,-0.209822145,0.673884561,"II",13542765,13547559,"minus"
13001,8270.684257,7647.891304,-0.112944674,0.806797677,"II",13533475,13541014,"minus"
13002,12636.65674,10734.65335,-0.235339218,0.415252724,"II",13547179,13567929,"minus"
13004,6988.079654,5858.476652,-0.254370476,0.518983631,"II",13568012,13574993,"minus"
13006,14855.93066,8290.178341,-0.841563943,0.004387397,"II",13575387,13584662,"plus"
13007,10.7696455,14.38491663,0.417586097,0.807109439,"II",13585657,13588968,"plus"
13008,125.0977582,101.9016317,-0.295878784,0.620616149,"II",13590489,13593727,"minus"
13009,400.6139876,195.8876538,-1.032186323,0.012491483,"II",13594936,13596481,"minus"
13011,11461.19389,10764.70062,-0.090449138,0.87706769,"II",13522849,13531150,"minus"
13013,6.101795889,14.93306115,1.29120411,0.579069248,"II",13588966,13590462,"minus"
13014,5630.075005,4791.168766,-0.23277651,0.634344881,"II",13414954,13424382,"plus"
13015,3964.088423,3085.088633,-0.361677206,0.393080028,"II",13424436,13428908,"plus"
13016,10117.4443,8583.561359,-0.237196648,0.429914506,"II",13437528,13441336,"minus"
13017,4574.552433,4623.629886,0.015395318,1,"II",13433810,13436755,"minus"
13018,9136.663838,4575.403739,-0.997768421,0.000932664,"I",13489549,13491224,"plus"
13019,8426.093403,2487.371417,-1.76024196,7.09e-07,"I",13477247,13487393,"minus"
13020,9430.586962,13522.44115,0.519936146,0.072925003,"I",13471533,13474177,"minus"
13021,7857.281774,4721.925638,-0.734654977,0.075239353,"I",13455347,13470340,"minus"
13024,10948.04997,3525.400743,-1.634814757,4.46e-08,"V",14347759,14350502,"plus"
13025,43360.44468,59194.85864,0.449092324,0.07394095,"V",14350860,14354406,"plus"
13026,2858.689901,1893.224129,-0.594508916,0.081445963,"V",14354395,14355715,"plus"
13027,324.9351357,502.5078369,0.628994343,0.067986656,"V",14356835,14358335,"minus"
13028,11.39498978,110.8511006,3.282151559,3.06e-05,"X",10358416,10360490,"plus"
13029,4261.917641,2035.821459,-1.065891671,0.00431149,"III",12372481,12373758,"minus"
13030,6137.791592,606.2223091,-3.339800811,3.56e-21,"III",12378888,12380511,"minus"
13032,18.56557131,16.40375752,-0.178603388,0.71954877,"III",12390989,12395253,"minus"
13033,14.07918606,11.50055867,-0.291859986,0.884544856,"III",12395434,12398882,"plus"
13034,20094.40742,14441.37523,-0.476585899,0.064897429,"III",12398823,12421422,"minus"
13035,319.168567,323.7540603,0.02057971,0.922865422,"III",12430412,12433764,"plus"
13036,222.7245667,153.8439726,-0.533792775,0.200280921,"III",12436451,12441003,"plus"
13037,87.89875185,289.3270559,1.718786656,0.001312549,"III",12442535,12446018,"minus"
13038,99273.5049,62235.15778,-0.673678913,0.047633551,"III",12446255,12453103,"minus"
13039,13500.38221,8662.726684,-0.640107147,0.02222473,"III",12453487,12456751,"minus"
13040,7865.772429,4245.142605,-0.889775429,0.002005324,"III",12457498,12465735,"plus"
13041,537.6736776,264.9071116,-1.02124427,0.021561573,"III",12466518,12468192,"plus"
13042,1443.380528,3494.881004,1.275791638,0.001287982,"III",12472778,12484550,"plus"
13043,36.58748806,160.9402728,2.137103108,0.000293317,"III",12484631,12488238,"plus"
13044,12.73069413,11.19785755,-0.18508835,0.661021513,"III",12488578,12491983,"minus"
13046,582.529984,1137.222003,0.965109703,0.007825052,"V",14726892,14727225,"plus"
13048,3087.612273,5104.533911,0.725287639,0.009980851,"V",14734722,14736127,"minus"
13049,2.818535788,13.01359259,2.207001503,0.3237542,"V",14738527,14741311,"minus"
13052,24.07752068,10.8581428,-1.148909479,0.555904858,"V",14778319,14779699,"minus"
13053,17.64254131,8.526175887,-1.049087666,0.569835567,"V",14780040,14781063,"plus"
13054,1132.047449,185.2582106,-2.61132504,5.16e-08,"V",14781478,14782261,"plus"
13055,169.654263,148.4965032,-0.192168723,0.38851359,"V",14782637,14783986,"minus"
13073,99.19735936,156.5197667,0.657971244,0.106955681,"V",18516761,18524193,"plus"
13074,9.447872575,15.08908546,0.675443956,0.414191883,"V",18524732,18529128,"plus"
13075,5935.927533,3609.364415,-0.717728669,0.043987016,"V",18533926,18549077,"plus"
13077,73.92253846,763.6408007,3.368807983,0.000204814,"V",18555335,18556937,"minus"
13078,21.08642138,161.5689606,2.937763887,0.022449403,"V",18556711,18558073,"plus"
13079,2.799062822,206.6822908,6.206327102,2.31e-18,"V",18558707,18560278,"minus"
13080,336.8076146,1447.158992,2.103226771,3.1e-05,"V",18573027,18579756,"minus"
13081,2555.623558,7820.556794,1.613595982,9.84e-09,"V",18582600,18582924,"plus"
13082,34578.68948,38314.71093,0.148015228,0.729294361,"V",18592729,18611516,"plus"
13083,552.7972285,2030.541358,1.877042124,1.88e-09,"V",18480986,18487228,"minus"
13084,4316.062478,4688.059265,0.119275059,0.686254184,"V",18612548,18613916,"plus"
13085,94.67855841,48.37292416,-0.968837988,0.095198396,"II",9405474,9407055,"minus"
13086,14074.48075,4865.443856,-1.532438371,7.31e-06,"II",9407755,9408958,"plus"
13088,7.962631335,34.79709555,2.127649724,0.035901447,"II",9400658,9403128,"minus"
13092,10943.79248,6261.646872,-0.805498724,0.012967352,"II",13855713,13863819,"minus"
13093,6753.672557,3901.732888,-0.791557219,0.022239742,"II",13862567,13872222,"minus"
13094,27189.89299,19079.75196,-0.511028058,0.285185563,"II",13872797,13875351,"plus"
13095,14759.009,14236.12294,-0.052039558,0.808127886,"II",13875962,13882515,"plus"
13096,38913.94684,22736.78437,-0.775259083,0.011238331,"II",13888585,13898503,"plus"
13098,4913.709027,3652.335317,-0.427993205,0.146897474,"IV",16474047,16477159,"minus"
13100,35754.58887,18449.21696,-0.954568829,0.004251002,"IV",16503290,16505649,"minus"
13101,37.68276512,58.59494414,0.636871355,0.663900642,"IV",16522493,16526099,"minus"
13103,1770.311837,3850.686071,1.121112001,0.000397654,"IV",16535697,16542861,"minus"
13104,7.674040812,64.02458325,3.060567614,0.004946146,"IV",16575065,16578513,"minus"
13106,92193.57637,69727.97575,-0.402928634,0.384459352,"IV",16647092,16655987,"minus"
13107,36.626434,27.01245913,-0.439260261,0.626854446,"IV",16640217,16646306,"minus"
13109,15041.82562,8386.268052,-0.842878828,0.01968256,"IV",16656285,16657326,"plus"
13111,4976.247084,5749.432851,0.208361528,0.476916829,"IV",16664287,16671437,"plus"
13114,39.89356383,32.54604828,-0.293673627,0.854271686,"IV",16678744,16682366,"minus"
13116,66.60848899,34.91974701,-0.931662948,0.394277814,"IV",16720682,16722703,"plus"
