"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value","Chrom.No","start","end","strand","gene_name","description"
12848,30.7490649,25.47545271,-0.275604469,1,"V",20636833,20638693,0,"Y44A6B.3","Caenorhabditis elegans Protein Y44A6B.3 (Y44A6B.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075586]"
12849,2.34008683,8.775664663,1.959224136,0.093839021,"V",20635912,20636545,0,"ttr-13","Caenorhabditis elegans Protein TTR-13 (ttr-13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075585]"
12850,125.4618258,170.4312565,0.438684071,1,"V",20713915,20716573,0,"Y44A6C.1","Caenorhabditis elegans Protein Y44A6C.1 (Y44A6C.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075598]"
12851,35.05436612,77.21522565,1.115715437,0.087963633,"V",20722361,20723558,0,"Y44A6C.2","Caenorhabditis elegans Protein Y44A6C.2 (Y44A6C.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075600]"
12852,0,1.6279666,5.258781261,0.163579034,"V",20787385,20787592,0,"Y44A6D.1","Caenorhabditis elegans Protein Y44A6D.1 (Y44A6D.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075609]"
12853,156.1150314,214.4419344,0.461185647,1,"V",20789518,20790450,0,"Y44A6D.2","Caenorhabditis elegans Protein Y44A6D.2 (Y44A6D.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075610]"
12854,689.9080401,792.8685055,0.199440811,1,"V",20791003,20792372,0,"Y44A6D.3","Caenorhabditis elegans Protein Y44A6D.3, isoform a (Y44A6D.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001270024]"
12855,15.1333022,22.63337516,0.559439857,0.907103139,"V",20801193,20802911,0,"Y44A6D.5","Caenorhabditis elegans Protein Y44A6D.5 (Y44A6D.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075613]"
12856,0.815107758,2.057168102,1.411878539,0.570349559,"V",20807307,20812272,0,"Y44A6D.6","Caenorhabditis elegans Protein Y44A6D.6 (Y44A6D.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075614]"
12857,16.12974745,46.69086331,1.50423444,0.033857869,"V",20915459,20922526,0,"pbo-5","Caenorhabditis elegans Protein PBO-5, isoform a (pbo-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001029068]"
12858,2262.012351,1433.461916,-0.656947893,0.259620033,"III",4245020,4247644,0,"Y44F5A.1","Caenorhabditis elegans Protein Y44F5A.1 (Y44F5A.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065450]"
12859,131.9648124,107.8502938,-0.284210767,1,"III",10558168,10561591,0,"Y45F3A.1","Caenorhabditis elegans Protein Y45F3A.1 (Y45F3A.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066926]"
12860,2408.486024,2075.685235,-0.214667484,1,"III",10566187,10571450,0,"acdh-11","Caenorhabditis elegans Protein ACDH-11, isoform b (acdh-11) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001038290]"
12861,60.57029928,98.55704734,0.683198387,0.512029309,"III",10572689,10575271,0,"Y45F3A.4","Caenorhabditis elegans Protein Y45F3A.4 (Y45F3A.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066929]"
12862,0,0.537344849,3.705732407,0.438677525,"III",10585791,10586244,0,"Y45F3A.5","Caenorhabditis elegans Protein Y45F3A.5 (Y45F3A.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066930]"
12863,1.34222745,1.606336105,0.219693889,1,"III",10589844,10592690,0,"Y45F3A.8","Caenorhabditis elegans Protein Y45F3A.8 (Y45F3A.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066931]"
12864,865.3469044,567.2488466,-0.610850992,0.478567801,"III",10592823,10595063,0,"Y45F3A.9","Caenorhabditis elegans Protein Y45F3A.9 (Y45F3A.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066932]"
12866,153.7340883,121.9930135,-0.33704112,1,"IV",13509201,13513371,0,"Y45F10A.3","Caenorhabditis elegans Protein Y45F10A.3 (Y45F10A.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070204]"
12867,654.3231828,919.0909242,0.489107566,1,"IV",13506055,13509026,0,"seld-1","Caenorhabditis elegans Protein SELD-1 (seld-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070203]"
12868,4465.429383,3578.224192,-0.319953926,1,"IV",13477088,13502821,0,"tbc-9","Caenorhabditis elegans Protein TBC-9, isoform c (tbc-9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001129340]"
12869,148.0095504,201.8411367,0.442293902,1,"IV",13492547,13497042,0,"Y45F10A.7","Caenorhabditis elegans Protein Y45F10A.7, isoform a. [Source:RefSeq mRNA;Acc:NM_001083263]"
12871,26.0275663,22.03393364,-0.268282588,1,"IV",13593627,13593854,0,"Y45F10B.3","Caenorhabditis elegans Protein Y45F10B.3 (Y45F10B.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070221]"
12872,1.131285826,2.735097477,1.310611086,0.562525539,"IV",13577309,13578250,0,"Y45F10B.8","Caenorhabditis elegans Protein Y45F10B.8 (Y45F10B.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070214]"
12873,0.815107758,2.4152026,1.677306425,0.473207832,"IV",13596948,13597889,0,"Y45F10B.9","Caenorhabditis elegans Protein Y45F10B.9 (Y45F10B.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070223]"
12875,573.9028763,772.4777846,0.428399936,1,"IV",13549738,13561564,0,"Y45F10B.13","Caenorhabditis elegans Protein Y45F10B.13, isoform a (Y45F10B.13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001028296]"
12876,3.394326213,4.553185111,0.396436062,1,"IV",13603525,13604171,0,"Y45F10B.15",""
12877,8.60115083,21.66915537,1.348763572,0.169281281,"IV",13656389,13659523,0,"Y45F10C.1","Caenorhabditis elegans Protein Y45F10C.1 (Y45F10C.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070237]"
12878,461.721017,365.776532,-0.340518078,1,"IV",13662182,13662630,0,"Y45F10C.2","Caenorhabditis elegans Protein Y45F10C.2 (Y45F10C.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070238]"
12879,17031.26119,10365.80116,-0.71638608,0.16072986,"IV",13665466,13666845,0,"fbxa-215","Caenorhabditis elegans Protein FBXA-215 (fbxa-215) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070240]"
12880,1924.535368,581.1693039,-1.729688799,2.13e-07,"IV",13663402,13664140,0,"Y45F10C.4","Caenorhabditis elegans Protein Y45F10C.4 (Y45F10C.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070239]"
12883,5.368441064,12.1198602,1.137620089,0.371322573,"IV",13773690,13774622,0,"Y45F10D.2","Caenorhabditis elegans Protein Y45F10D.2 (Y45F10D.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070253]"
12885,2181.574167,1484.451685,-0.556630235,0.730364386,"IV",13783950,13784586,0,"Y45F10D.4","Caenorhabditis elegans Protein Y45F10D.4 (Y45F10D.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070257]"
12886,11.285137,25.58813122,1.190506976,0.16181903,"IV",13796230,13797870,0,"Y45F10D.6","Caenorhabditis elegans Protein Y45F10D.6 (Y45F10D.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070261]"
12887,3218.143907,2554.598213,-0.333187879,1,"IV",13789083,13796097,0,"Y45F10D.7","Caenorhabditis elegans Protein Y45F10D.7 (Y45F10D.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070260]"
12888,7817.130165,4907.881175,-0.671799531,0.187371944,"IV",13786978,13788684,0,"sas-6","Caenorhabditis elegans Protein SAS-6 (sas-6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070259]"
12889,54.52955404,60.8303382,0.161554268,1,"IV",13785766,13786803,0,"Y45F10D.10","Caenorhabditis elegans Protein Y45F10D.10, isoform b (Y45F10D.10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001268829]"
12890,1488.994876,1211.979009,-0.298309234,1,"IV",13782419,13785620,0,"lact-9","Caenorhabditis elegans Protein LACT-9, isoform a. [Source:RefSeq mRNA;Acc:NM_001047568]"
12891,130.6817853,242.1820854,0.893682763,0.067564902,"IV",13750312,13770327,0,"sorb-1","Caenorhabditis elegans Protein SORB-1, isoform a (sorb-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001047570]"
12892,18.83486879,22.06753809,0.235203984,1,"IV",13804181,13807619,0,"Y45F10D.14","Caenorhabditis elegans Protein Y45F10D.14 (Y45F10D.14) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001028300]"
12893,0.316178068,0.265823203,-0.300497474,1,"IV",13817462,13820937,0,"Y45F10D.15","Caenorhabditis elegans Protein Y45F10D.15 (Y45F10D.15) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001028301]"
12894,5701.337298,4022.991091,-0.503088253,0.978172615,"II",12694383,12725075,0,"tbc-17","Caenorhabditis elegans Protein TBC-17, isoform d (tbc-17) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001267426]"
12895,252.8004478,333.6105154,0.402801704,1,"II",12679906,12686340,0,"cox-10","Caenorhabditis elegans Protein Y46G5A.2 (Y46G5A.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001276750]"
12896,16638.57704,13514.8662,-0.30002286,1,"II",12727237,12736805,0,"snrp-200","Caenorhabditis elegans Protein SNRP-200 (snrp-200) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064309]"
12897,2938.09669,1916.89447,-0.616770728,0.48014103,"II",12737215,12738256,0,"pisy-1","Caenorhabditis elegans Protein PISY-1 (pisy-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064310]"
12899,76.4430397,77.56755258,0.022371354,1,"II",12755149,12756087,0,"Y46G5A.7","Caenorhabditis elegans Protein Y46G5A.7 (Y46G5A.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064312]"
12900,324.9806056,129.5954925,-1.332478851,4.67e-05,"II",12756283,12757565,0,"Y46G5A.8","Caenorhabditis elegans Protein Y46G5A.8 (Y46G5A.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064313]"
12901,184.6767334,767.7330519,2.056258166,2.84e-16,"II",12760751,12767079,0,"cnp-2","Caenorhabditis elegans Protein CNP-2 (cnp-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064314]"
12903,4938.979885,3655.97226,-0.434541173,1,"II",12767253,12768148,0,"vps-2","Caenorhabditis elegans Protein VPS-2 (vps-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064316]"
12904,1295.669395,1171.071678,-0.145434487,1,"II",12768673,12773153,0,"tiar-2","Caenorhabditis elegans Protein TIAR-2 (tiar-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064317]"
12905,11.89165474,13.11198601,0.134961761,1,"II",12774979,12775432,0,"Y46G5A.14","Caenorhabditis elegans Protein Y46G5A.14 (Y46G5A.14) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064318]"
12906,191.2840111,151.5447807,-0.332167205,1,"II",12782951,12785336,0,"Y46G5A.15","Caenorhabditis elegans Protein Y46G5A.15 (Y46G5A.15) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064319]"
12907,19148.10618,10380.01807,-0.883522717,0.010674769,"II",12788526,12796271,0,"cpt-1","Caenorhabditis elegans Protein CPT-1 (cpt-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064320]"
12908,2963.982376,1650.524707,-0.845750025,0.024583525,"II",12800566,12805147,0,"Y46G5A.18","Caenorhabditis elegans Protein Y46G5A.18, isoform a. [Source:RefSeq mRNA;Acc:NM_064321]"
12909,1288.602661,1113.699122,-0.209931155,1,"II",12806839,12810727,0,"spds-1","Caenorhabditis elegans Protein SPDS-1, isoform b (spds-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001136357]"
12910,22.6008156,133.0551705,2.544336614,1.6e-07,"II",12811033,12811728,0,"Y46G5A.20","Caenorhabditis elegans Protein Y46G5A.20 (Y46G5A.20) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064323]"
12911,998.7140394,1328.169022,0.412547878,1,"II",12811851,12816389,0,"acl-7","Caenorhabditis elegans Protein ACL-7 (acl-7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064324]"
12912,8.240350803,15.57393943,0.855431228,0.614375319,"II",12816871,12818478,0,"Y46G5A.22","Caenorhabditis elegans Protein Y46G5A.22, isoform a. [Source:RefSeq mRNA;Acc:NM_064325]"
12913,0,0,NA,NA,"II",12828521,12828894,0,"Y46G5A.23","Caenorhabditis elegans Protein Y46G5A.23 (Y46G5A.23) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064327]"
12914,3.738225548,22.21499347,2.479837544,0.003106279,"II",12830638,12832604,0,"bcmo-1","Caenorhabditis elegans Protein BCMO-1 (bcmo-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064328]"
12915,15.38698291,49.45842023,1.686211469,0.004500464,"II",12836499,12840067,0,"lgc-35","Caenorhabditis elegans Protein LGC-35, isoform a. [Source:RefSeq mRNA;Acc:NM_001027267]"
12916,1.290550664,17.17445001,3.577636963,0.001192879,"II",12850383,12851751,0,"Y46G5A.28","Caenorhabditis elegans Protein Y46G5A.28 (Y46G5A.28) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064332]"
12917,13.62992704,35.90815326,1.381637724,0.053927661,"II",12856151,12861777,0,"Y46G5A.29","Caenorhabditis elegans Protein Y46G5A.29 (Y46G5A.29) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064333]"
12919,170.2444234,67.12359134,-1.356281867,0.002019218,"II",12781150,12781572,0,"Y46G5A.34","Caenorhabditis elegans Protein Y46G5A.34 (Y46G5A.34) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027270]"
12920,852.6332733,418.4971335,-1.029916477,0.009592374,"II",12786312,12788070,0,"Y46G5A.35","Caenorhabditis elegans Protein Y46G5A.35 (Y46G5A.35) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027271]"
12921,0,37.52542713,9.819312609,0.00054744,"II",12823610,12823978,0,"Y46G5A.36","Caenorhabditis elegans Protein Y46G5A.36 (Y46G5A.36) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001267428]"
12922,115.7871167,113.5332765,-0.012068627,1,"III",11139162,11141536,0,"Y47D3A.1","Caenorhabditis elegans Protein Y47D3A.1 (Y47D3A.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067035]"
12923,70.84675632,88.82228426,0.314559431,1,"III",11136786,11138795,0,"fbxa-128","Caenorhabditis elegans Protein FBXA-128 (fbxa-128) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067034]"
12924,27.31623409,55.27466659,0.981311078,0.186515978,"III",11168824,11169997,0,"Y47D3A.5","Caenorhabditis elegans Protein Y47D3A.5 (Y47D3A.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067038]"
12925,7.125496935,17.69191385,1.37124449,0.137668717,"III",11218698,11222567,0,"wht-8","Caenorhabditis elegans Protein WHT-8 (wht-8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067041]"
12926,13.33488415,37.21169895,1.49875803,0.022380813,"III",11223443,11223929,0,"Y47D3A.13","Caenorhabditis elegans Protein Y47D3A.13 (Y47D3A.13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067042]"
12927,1264.870325,850.4511047,-0.574974946,0.64560377,"III",11235510,11236756,0,"Y47D3A.14","Caenorhabditis elegans Protein Y47D3A.14 (Y47D3A.14) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067044]"
12928,3407.682253,2859.084462,-0.253594613,1,"III",11237052,11237988,0,"aakb-2","Caenorhabditis elegans Protein AAKB-2 (aakb-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067045]"
12929,7291.578644,6369.092577,-0.194880841,1,"III",11245212,11251086,0,"rsks-1","Caenorhabditis elegans Protein RSKS-1 (rsks-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067046]"
12930,2400.538006,2715.645689,0.17873852,1,"III",11257406,11270750,0,"obr-1","Caenorhabditis elegans Protein OBR-1, isoform a. [Source:RefSeq mRNA;Acc:NM_067047]"
12931,702.98739,257.2988359,-1.454477269,5.12e-06,"III",11274801,11275821,0,"Y47D3A.20","Caenorhabditis elegans Protein Y47D3A.20 (Y47D3A.20) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027704]"
12932,6798.683322,4065.759338,-0.742073495,0.140325046,"III",11276684,11278817,0,"Y47D3A.21","Caenorhabditis elegans Protein Y47D3A.21 (Y47D3A.21) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067049]"
12933,741.7831431,746.4190766,0.006634505,1,"III",11286322,11290466,0,"mib-1","Caenorhabditis elegans Protein MIB-1 (mib-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067051]"
12934,2224.321444,2207.947059,-0.009849691,1,"III",11279655,11286019,0,"gly-9","Caenorhabditis elegans Protein GLY-9, isoform a. [Source:RefSeq mRNA;Acc:NM_001027705]"
12935,2664.165114,1819.708386,-0.55072572,0.724784567,"III",11317471,11326463,0,"mcm-10","Caenorhabditis elegans Protein Y47D3A.28 (Y47D3A.28) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067055]"
12936,12153.96426,9905.168635,-0.295112297,1,"III",11142349,11153845,0,"Y47D3A.29","Caenorhabditis elegans Protein Y47D3A.29, isoform b (Y47D3A.29) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001268179]"
12937,26.4851338,51.32557612,0.971145181,0.229800301,"III",11156510,11157100,0,"Y47D3A.31","Caenorhabditis elegans Protein Y47D3A.31 (Y47D3A.31) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027707]"
12938,74.45811221,83.88036382,0.180141944,1,"III",11252374,11256506,0,"Y47D3A.32","Caenorhabditis elegans Protein Y47D3A.32, isoform d. [Source:RefSeq mRNA;Acc:NM_001268184]"
12939,0.658194529,19.72525198,4.747548013,0.000237205,"III",11382923,11388471,0,"Y47D3B.1","Caenorhabditis elegans Protein Y47D3B.1 (Y47D3B.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067064]"
12940,0.342016461,3.989097527,3.440771344,0.094326611,"III",11397841,11401786,0,"Y47D3B.3","Caenorhabditis elegans Protein Y47D3B.3 (Y47D3B.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067067]"
12941,42.33955939,26.69072693,-0.656071001,0.727443364,"III",11405373,11409216,0,"Y47D3B.4","Caenorhabditis elegans Protein Y47D3B.4 (Y47D3B.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067068]"
12942,19.30325687,30.43900364,0.676076276,0.687478671,"III",11427127,11428077,0,"Y47D3B.6","Caenorhabditis elegans Protein Y47D3B.6 (Y47D3B.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067070]"
12943,2817.716361,2830.180636,0.006008237,1,"III",11463787,11470705,0,"bed-2","Caenorhabditis elegans Protein BED-2 (bed-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067073]"
12944,518.186072,496.2737735,-0.062602395,1,"III",11456827,11462421,0,NA,NA
12945,0,1.460053136,5.12121383,0.141649902,"I",11623106,11626553,0,"Y47H9A.1","Caenorhabditis elegans Protein C17D12.3 (C17D12.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060561]"
12946,59.71527278,42.1109446,-0.528461055,0.941126612,"I",11744163,11747405,0,"Y47H9B.2","Caenorhabditis elegans Protein Y47H9B.2 (Y47H9B.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060592]"
12947,10.67908799,21.1568129,0.978630542,0.355094528,"I",11831016,11833157,0,"Y47H9C.1","Caenorhabditis elegans Protein Y47H9C.1 (Y47H9C.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060605]"
12948,100.7487657,176.7600995,0.814452321,0.149431372,"I",11836581,11849151,0,"dhhc-2","Caenorhabditis elegans Protein DHHC-2 (dhhc-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060606]"
12950,3042.817449,1983.631047,-0.617696495,0.447961078,"I",11891704,11893711,0,"Y47H9C.7","Caenorhabditis elegans Protein Y47H9C.7 (Y47H9C.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060613]"
12951,1917.915946,1335.635507,-0.522692202,0.861951352,"I",11893990,11896238,0,"Y47H9C.8","Caenorhabditis elegans Protein Y47H9C.8 (Y47H9C.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060614]"
12952,2.970091358,4.368762521,0.650706788,0.877992707,"I",11898780,11901467,0,"Y47H9C.9","Caenorhabditis elegans Protein Y47H9C.9 (Y47H9C.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060617]"
12953,178.5006629,182.8631264,0.037114951,1,"I",11901599,11903161,0,"fbxa-216","Caenorhabditis elegans Protein FBXA-216 (fbxa-216) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060618]"
12955,0.974372597,1.182833046,0.167169302,1,"I",11896692,11896956,0,"Y47H9C.12","Caenorhabditis elegans Protein Y47H9C.12 (Y47H9C.12) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060615]"
12957,0.658194529,1.731574782,1.276754693,0.64672462,"I",11889410,11890738,0,"Y47H9C.15","Caenorhabditis elegans Protein Y47H9C.15 (Y47H9C.15) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060612]"
12958,41.47230611,27.32993961,-0.600526777,0.80631316,"I",12085018,12087821,0,"Y47H10A.2","Caenorhabditis elegans Protein Y47H10A.2 (Y47H10A.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060652]"
12959,1.496789071,1.654709335,0.309082621,1,"I",12088152,12089960,0,"Y47H10A.3","Caenorhabditis elegans Protein Y47H10A.3 (Y47H10A.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060653]"
12960,83.47886122,59.1727161,-0.511459693,0.971973605,"I",12091651,12094471,0,"Y47H10A.4","Caenorhabditis elegans Protein Y47H10A.4 (Y47H10A.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060654]"
12961,46.1120923,140.0424844,1.60223065,0.000255259,"I",12095795,12097930,0,"Y47H10A.5","Caenorhabditis elegans Protein Y47H10A.5 (Y47H10A.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060655]"
12962,2.630426506,16.41408383,2.659427479,0.004346596,"III",10992030,10995138,0,"dmsr-5","Caenorhabditis elegans Protein DMSR-5 (dmsr-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067012]"
12964,7523.316626,4263.596229,-0.819653275,0.06384683,"III",11008132,11008718,0,"Y48A6B.3","Caenorhabditis elegans Protein Y48A6B.3 (Y48A6B.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067014]"
12965,3.918625562,4.688657397,0.285635545,1,"III",11007360,11007503,0,"fipr-17","Caenorhabditis elegans Protein FIPR-17 (fipr-17) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067013]"
12966,3196.733084,1644.693498,-0.95963749,0.021641149,"III",11008952,11010343,0,"exos-1","Caenorhabditis elegans Protein EXOS-1 (exos-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067015]"
12967,38.37725728,69.39994064,0.862293666,0.267859405,"III",11012529,11025070,0,"kvs-4","Caenorhabditis elegans Protein KVS-4, isoform a (kvs-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027717]"
12968,1124.148357,1637.63372,0.540608602,0.792390059,"III",11025189,11026442,0,"Y48A6B.7","Caenorhabditis elegans Protein Y48A6B.7 (Y48A6B.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067017]"
12969,1.473302287,18.87196121,3.676009668,0.000314144,"III",11027235,11029338,0,"Y48A6B.8","Caenorhabditis elegans Protein Y48A6B.8 (Y48A6B.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067018]"
12970,188.8170839,170.9410584,-0.13857631,1,"III",11033127,11035830,0,"Y48A6B.9","Caenorhabditis elegans Protein Y48A6B.9, isoform a. [Source:RefSeq mRNA;Acc:NM_001268168]"
12971,5310.575031,2981.581338,-0.832924302,0.012499231,"III",11036885,11045596,0,"Y48A6B.10","Caenorhabditis elegans Protein Y48A6B.10, isoform a. [Source:RefSeq mRNA;Acc:NM_001268170]"
12972,13305.15926,10008.25216,-0.410871133,1,"III",11063457,11068553,0,"rsa-2","Caenorhabditis elegans Protein RSA-2, isoform b (rsa-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027716]"
12973,13289.98357,7252.669695,-0.873801549,0.005583506,"III",11056146,11061742,0,"spat-2","Caenorhabditis elegans Protein SPAT-2, isoform a. [Source:RefSeq mRNA;Acc:NM_001268172]"
12976,2895.963476,2094.841797,-0.466599619,1,"III",11117136,11119100,0,"sup-35","Caenorhabditis elegans Protein SUP-35 (sup-35) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067031]"
12977,3483.124505,2422.003179,-0.524624522,0.880472104,"III",11119704,11126244,0,"Y48A6C.4","Caenorhabditis elegans Protein Y48A6C.4 (Y48A6C.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067032]"
12978,9494.684941,6528.754325,-0.540455883,0.791328962,"II",14151280,14154298,0,"Y48B6A.1","Caenorhabditis elegans Protein Y48B6A.1 (Y48B6A.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064555]"
12979,15.79149673,20.85285007,0.365707141,1,"II",14172861,14175099,0,"Y48B6A.5","Caenorhabditis elegans Protein Y48B6A.5 (Y48B6A.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064559]"
12980,565.6836661,1335.063567,1.235940708,5.16e-07,"II",14180190,14189575,0,"efhd-1","Caenorhabditis elegans Protein EFHD-1, isoform a. [Source:RefSeq mRNA;Acc:NM_064560]"
12981,769.9112277,372.9253568,-1.048605134,0.002287067,"II",14214334,14216712,0,"Y48B6A.10","Caenorhabditis elegans Protein Y48B6A.10 (Y48B6A.10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064564]"
12982,3456.223383,2578.827948,-0.422786455,1,"II",14235219,14243515,0,"jmjd-2","Caenorhabditis elegans Protein JMJD-2 (jmjd-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064568]"
12983,12031.68376,9573.579765,-0.329729669,1,"II",14226516,14233728,0,"men-1","Caenorhabditis elegans Protein MEN-1 (men-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064567]"
12984,1273.414076,933.3068924,-0.450286338,1,"II",14220947,14226184,0,"Y48B6A.13","Caenorhabditis elegans Protein Y48B6A.13, isoform b (Y48B6A.13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064565]"
12987,483.2567086,435.3996933,-0.151507715,1,"II",13309220,13311348,0,"Y48C3A.3","Caenorhabditis elegans Protein Y48C3A.3 (Y48C3A.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064412]"
